membership_id,household_key,income,member_status,state_grouped,credit_ranges,cancel_reason,renew_method,plus_indicator_description,zip,sc_vehicle_manufacturer_name,sc_vehicle_model_name,race,home_owner,education,dwelling_type,gender,occupation_code,occupation_group,occupant_type,mosaic_household,mosaic_global_household,kcl_b_ind_mosaicsgrouping,generation,tenure,aaa_no_tenure,aaa_member_tenure_years,aaa_mean_age,length_of_residence,aaa_mortgage,aaa_credit_card,aaa_deposit,aaa_home_equity,aaa_financial_service,aaa_auto_insurance,aaa_id_theft,aaa_motorcycle_indicator,aaa_travel,aaa_mean_child,aaa_mean_total_cost,aaa_no_race,aaa_no_home_owner,aaa_no_education,aaa_no_income,aaa_no_dwelling_type,aaa_no_credit_ranges,aaa_no_gender,aaa_no_language,aaa_no_reason_joined,aaa_cancel_reason,aaa_no_mosaic_household,aaa_no_mosaic_global_household,aaa_no_kcl_b_ind_mosaicsgrouping,aaa_no_occupation_code,aaa_no_occupation_group,aaa_no_occupant_type,aaa_no_plus_indicator_description,aaa_no_generation,total_calls_year_1,total_calls_year_2,total_calls_year_3,total_member_cost_1,total_member_cost_2,total_member_cost_3,basic_cost,plus_cost,premier_cost,mean_basic_cost,mean_plus_cost,mean_premier_cost,total_calls,total_member_cost,mean_total_member_cost,total_tow_miles,mean_tow_miles,vehicle,total_cost,mean_total_cost,total_members_in_household,total_calls_veh,total_cost_veh,total_member_cost_veh,mean_total_calls_veh,mean_total_cost_veh,mean_total_member_cost_veh,consumer_score
150955,37555956,UNKNOWN,CANCELLED,RI,UNKNOWN,NO LONGER DRIVING,NOTICE,UNKNOWN,2859,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,UNKNOWN,+40 YEARS,0,48,,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,0.0,,,,,5.0,3.0,3.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
150956,4598238,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,UNKNOWN,2908,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,35,80.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
150966,40616079,"70-79,999",CANCELLED,RI,UNKNOWN,TRANSFER MEMBER,NOTICE,UNKNOWN,2840,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PLATINUM PROSPERITY,BOURGEOIS PROSPERITY,POWER ELITE,UNKNOWN,BETWEEN 31 & 40 YEARS,5,48,56.0,1.5,0,0,0,0,0,1,0,,0,2.0,0.0,2.0,0.0,,3.0,0.0,,2.0,0.0,,6.0,16.0,2.0,7.0,6.0,4.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,4,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
150970,11345326,UNKNOWN,CANCELLED,RI,UNKNOWN,DATA PROBLEM,NOTICE,PLUS MEMBERSHIP,2840,LEXUS,430,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PLATINUM PROSPERITY,BOURGEOIS PROSPERITY,POWER ELITE,POST-WAR (< 1948),+40 YEARS,0,48,93.75,3.75,0,0,0,0,0,0,0,0.0,0,2.0,39.75,6.0,0.0,,1.0,0.0,1.0,,0.0,,4.0,16.0,2.0,7.0,,,,2.0,0.0,3.0,3.0,10.0,159.0,106.5,401.95,159.0,0.0,0.0,39.75,0.0,0.0,16.0,667.45,166.8625,0.0,0.0,LEXUS 430,159.0,39.75,2,1252.0,19807.4,63793.7,2.8981,45.850463,147.670602,76.0
150996,1805635,"100-149,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2832,TOYOTA,TACOMA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,PICTURE PERFECT FAMILIES,CAREER AND FAMILY,POWER ELITE,BABY BOOMERS (1948 - 1968),+40 YEARS,0,48,63.8,5.0,0,0,0,0,0,0,0,0.0,1,3.0,42.4,4.0,0.0,3.0,1.0,0.0,2.0,2.0,6.0,,3.0,20.0,4.0,7.0,20.0,2.0,,0.0,4.0,0.0,0.0,2.0,0.0,0.0,106.0,212.0,0.0,0.0,42.4,0.0,0.0,2.0,106.0,21.2,0.0,0.0,TOYOTA TACOMA,212.0,42.4,3,7477.0,142122.66,387594.07,2.475,47.044906,128.299924,73.0
151036,16084719,"70-79,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2871,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,94.0,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,1.0,3.0,,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,29.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151049,7754331,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2879,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,100.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,2.0,5.0,1.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151050,11310207,"60-69,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2920,FORD,TAURUS,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,48,83.8235,14.1667,0,1,0,0,0,0,0,1.0,0,4.0,46.65,1.0,0.0,2.0,9.0,0.0,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,3.0,4.0,,2.0,1.0,0.0,32.0,32.0,0.0,1875.5,1783.75,839.7,0.0,0.0,46.65,0.0,0.0,64.0,3659.25,203.291667,0.0,0.0,FORD TAURUS,839.7,46.65,3,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
151058,3523828,UNDER 10K,ACTIVE,RI,650-699,UNKNOWN,AUTO RENEW,PLUS MEMBERSHIP,2904,FORD,FOCUS,CAUCASION / WHITE - ENGLISH,RENTER,HIGH SCHOOL,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,MALE,UNKNOWN,TECHNICAL - INFERRED,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,88.5,14.0,0,1,0,0,0,1,0,1.0,0,1.0,54.4625,2.0,2.0,2.0,14.0,2.0,3.0,2.0,0.0,,,5.0,1.0,3.0,,10.0,,2.0,0.0,0.0,2.0,0.0,0.0,117.7,0.0,217.85,0.0,0.0,54.4625,0.0,0.0,2.0,117.7,29.425,0.0,0.0,FORD FOCUS,217.85,54.4625,2,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
151062,6861579,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2879,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),BETWEEN 11 & 15 YEARS,1,13,58.4,0.0,0,0,0,0,0,0,0,0.0,0,,13.25,,,,,,,,,,8.0,,,,,,,0.0,4.0,0.0,0.0,2.0,0.0,0.0,79.02,106.0,0.0,0.0,13.25,0.0,0.0,2.0,79.02,9.8775,0.0,0.0,UNKNOWN UNKNOWN,106.0,13.25,7,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151064,19146527,"100-149,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2852,NISSAN,ROGUE,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,48,87.8571,15.0,0,0,0,0,0,0,0,1.0,0,2.0,53.835714,2.0,0.0,1.0,1.0,0.0,4.0,,0.0,,,2.0,2.0,2.0,,,,0.0,0.0,0.0,5.0,5.0,0.0,294.25,294.25,376.85,0.0,0.0,53.835714,0.0,0.0,10.0,588.5,84.071429,0.0,0.0,NISSAN ROGUE,376.85,53.835714,2,2577.0,45170.27,133946.81,2.5364,44.458927,131.837411,64.0
151071,8761409,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BETWEEN 31 & 40 YEARS,5,32,76.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,58.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.85,29.425,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151087,17585525,"90-99,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2885,CHEVROLET,IMPALA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,FEMALE,TEACHER/EDUCATOR,PROFESSIONAL - KNOWN,UNKNOWN,PICTURE PERFECT FAMILIES,CAREER AND FAMILY,POWER ELITE,UNKNOWN,+40 YEARS,0,48,,13.3333,0,0,0,0,0,0,0,1.0,0,1.0,24.388889,1.0,0.0,,2.0,0.0,4.0,2.0,0.0,,3.0,20.0,4.0,7.0,7.0,5.0,,0.0,,6.0,0.0,0.0,195.0,0.0,0.0,219.5,0.0,0.0,24.388889,0.0,0.0,6.0,195.0,21.666667,0.0,0.0,CHEVROLET IMPALA,219.5,24.388889,4,3543.0,56658.39,189037.43,2.7942,44.683273,149.083147,61.0
151094,13366582,"10-19,999",ACTIVE,RI,500-549,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2895,HONDA,CIVIC,CAUCASION / WHITE - EUROPEAN,RENTER,HIGH SCHOOL,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,SKILLEDTRADE/MACHINE/LABORER,BLUE COLLAR - KNOWN,UNKNOWN,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,42,78.0,15.0,0,0,0,0,0,0,0,0.0,0,1.0,30.0,1.0,2.0,2.0,6.0,2.0,7.0,1.0,0.0,,,11.0,7.0,3.0,8.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HONDA CIVIC,60.0,30.0,1,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
151130,75834551,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2874,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BOOMERS AND BOOMERANGS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),BETWEEN 6 & 10 YEARS,3,48,93.0,6.5,0,0,0,0,0,1,0,,0,2.0,0.0,1.0,0.0,3.0,10.0,0.0,1.0,2.0,0.0,,3.0,34.0,7.0,5.0,,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151140,507377,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2886,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BLUE COLLAR COMFORT,HARD WORKING BLUE COLLAR,FAMILY UNION,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,23,92.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,2.0,13.0,5.0,10.0,,,,,0.0,1.0,1.0,1.0,30.5,45.25,45.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,121.0,121.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151145,13195518,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,BASIC MEMBERSHIP,2895,CHEVROLET,CAVALIER,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,UNKNOWN,OTHER - INFERRED,UNKNOWN,DARE TO DREAM,METROPOLITAN STRUGGLERS,ASPIRATIONAL FUSION,POST-WAR (< 1948),+40 YEARS,0,48,71.0,0.0,0,1,0,0,0,1,0,0.0,0,,30.0,,,,,2.0,,1.0,,,2.0,33.0,8.0,17.0,,6.0,,0.0,0.0,0.0,8.0,0.0,0.0,240.0,0.0,120.0,0.0,0.0,30.0,0.0,0.0,8.0,240.0,60.0,0.0,0.0,CHEVROLET CAVALIER,120.0,30.0,1,3543.0,56658.39,189037.43,2.7942,44.683273,149.083147,61.0
151151,3823589,"30-39,999",CANCELLED,RI,750-799,MEMBERS REQUEST,NOTICE,UNKNOWN,2864,UNKNOWN,UNKNOWN,HISPANIC - HISPANIC ORIGIN,HOME OWNER,COMPLETED COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,UNKNOWN,BETWEEN 31 & 40 YEARS,5,48,73.0,11.25,0,1,0,0,0,0,0,0.0,0,1.0,7.0,6.0,0.0,3.0,8.0,0.0,1.0,1.0,3.0,,9.0,2.0,2.0,2.0,3.0,6.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.9,2.975,UNKNOWN UNKNOWN,28.0,7.0,4,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151156,696930,"40-49,999",CANCELLED,RI,750-799,DUP MEMBERSHIP,NOTICE,UNKNOWN,2919,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,UNKNOWN,PROFESSIONAL - INFERRED,UNKNOWN,FULL POCKETS  EMPTY NESTS,BOURGEOIS PROSPERITY,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,48,82.0,7.5,0,0,0,0,0,0,0,,0,1.0,0.0,1.0,0.0,2.0,5.0,2.0,1.0,1.0,0.0,,8.0,12.0,2.0,4.0,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151160,7777401,"10-19,999",PENDING,RI,600-649,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2904,FORD,TAURUS,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,RETIRED,RETIRED - KNOWN,RENTER,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,72.0,15.0,0,0,0,0,0,1,0,1.0,0,1.0,39.75,1.0,0.0,2.0,6.0,2.0,5.0,1.0,0.0,,,11.0,7.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5,0.0,0.0,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORD TAURUS,79.5,39.75,1,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
151183,9482661,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2879,HYUNDAI,SONATA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,MALE,UNKNOWN,OFFICE ADMINISTRATION - INFERRED,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,87.5,15.0,0,0,0,0,0,1,0,1.0,0,1.0,26.5,1.0,0.0,,2.0,0.0,1.0,2.0,0.0,,5.0,5.0,1.0,3.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HYUNDAI SONATA,53.0,26.5,2,1949.0,37892.83,99987.49,2.3202,45.110512,119.032726,73.0
151195,12531255,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,BASIC MEMBERSHIP,2857,TOYOTA,CAMRY,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,HOMEOWNER,STOCKCARS AND STATE PARKS,ROUTINE SERVICE WORKERS,FAMILY UNION,POST-WAR (< 1948),BETWEEN 16 & 20 YEARS,4,48,92.0,0.0,0,0,0,0,0,0,0,0.0,0,,30.285714,,,,,0.0,,,,,24.0,32.0,3.0,10.0,,,1.0,0.0,0.0,4.0,0.0,0.0,212.0,0.0,0.0,212.0,0.0,0.0,30.285714,0.0,0.0,4.0,212.0,30.285714,0.0,0.0,TOYOTA CAMRY,212.0,30.285714,4,7477.0,142122.66,387594.07,2.475,47.044906,128.299924,73.0
151201,13390657,"100-149,999",ACTIVE,RI,700-749,UNKNOWN,AUTO RENEW,PREMIER MEMBERSHIP,2915,BUICK,LESABRE,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,48,80.1429,10.5714,0,0,0,0,0,0,0,0.0,0,1.0,52.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,,,1.0,1.0,1.0,,1.0,,3.0,0.0,0.0,9.0,2.0,0.0,516.8,106.0,364.0,0.0,0.0,52.0,0.0,0.0,11.0,622.8,88.971429,16.0,2.285714,BUICK LESABRE,364.0,52.0,2,1799.0,31418.24,92512.87,2.6851,46.892896,138.07891,67.0
151202,461299,"90-99,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,UNKNOWN,2910,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,51,72.0,3.0,0,0,0,0,0,0,0,1.0,0,1.0,38.4,2.0,0.0,,2.0,0.0,2.0,2.0,0.0,,,1.0,1.0,1.0,,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,192.0,38.4,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151204,1496170,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,BASIC MEMBERSHIP,2864,HYUNDAI,ACCENT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,88.0,0.0,0,0,0,0,0,0,0,0.0,0,,28.0,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,15.0,0.0,0.0,420.0,0.0,140.0,0.0,0.0,28.0,0.0,0.0,15.0,420.0,84.0,2.0,0.4,HYUNDAI ACCENT,140.0,28.0,1,1949.0,37892.83,99987.49,2.3202,45.110512,119.032726,73.0
151208,7408024,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2864,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,99.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,2.0,5.0,1.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151217,5768166,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2806,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,100.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,74.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.25,74.25,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
151222,14280243,"90-99,999",PENDING,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2906,HONDA,ACCORD,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 16 & 20 YEARS,4,19,91.6667,12.5,0,0,0,0,0,0,0,0.0,0,1.0,35.333333,3.0,0.0,,2.0,,,,0.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,735.5,212.0,0.0,0.0,35.333333,0.0,0.0,16.0,735.5,122.583333,0.0,0.0,HONDA ACCORD,212.0,35.333333,2,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
151227,3430838,"90-99,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2888,CADILLAC,CTS,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,GENERATION Z (1994 - 2010),BETWEEN 6 & 10 YEARS,3,38,33.3636,15.0,0,0,0,0,0,0,0,1.0,0,3.0,44.7,2.0,0.0,2.0,9.0,0.0,2.0,2.0,0.0,,,3.0,3.0,4.0,8.0,13.0,,0.0,5.0,0.0,6.0,5.0,0.0,353.1,151.0,491.7,0.0,0.0,44.7,0.0,0.0,11.0,504.1,45.827273,25.0,2.272727,CADILLAC CTS,491.7,44.7,4,920.0,12368.76,48041.12,3.5115,47.209008,183.363053,57.0
151229,18030291,"50-59,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,PREMIER MEMBERSHIP,2917,HONDA,CIVIC,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,76.0,15.0,0,0,0,0,0,1,0,1.0,0,1.0,53.396667,1.0,0.0,2.0,4.0,,5.0,,0.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HONDA CIVIC,160.19,53.396667,1,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
151244,10699287,"90-99,999",PENDING,RI,800+,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2864,HONDA,CIVIC,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,FAST TRACK COUPLES,CAREER AND FAMILY,PROMISING FAMILIES,POST-WAR (< 1948),+40 YEARS,0,48,86.25,11.25,1,0,0,0,1,0,0,0.0,0,1.0,22.625,1.0,0.0,,2.0,0.0,4.0,1.0,0.0,,4.0,14.0,4.0,12.0,,1.0,,0.0,0.0,3.0,0.0,0.0,97.5,0.0,0.0,90.5,0.0,0.0,22.625,0.0,0.0,3.0,97.5,24.375,0.0,0.0,HONDA CIVIC,90.5,22.625,2,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
