total_calls,aaa_mean_child,mean_basic_cost,length_of_residence,total_members_in_household,mean_tow_miles,mean_total_member_cost_veh,consumer_score,total_cost,credit_ranges_below_700,kcl_b_ind_mosaicsgrouping_boomers,aaa_auto_insurance_0,occupation_group_management,occupation_group_retired,use_road_side_0,use_road_side_1,aaa_motorcycle_indicator_0_0,aaa_id_theft,membership_id,yes_id_theft
0.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,1,1,1,0,0,1,0,0,0,85928,0.15
4.0,2.0,32.65625,5.625,3,5.4375,136.00893,0.015625,351.25,0,0,1,0,1,0,1,1,0,85943,0.46
2.0,2.0,22.07,11.25,3,0.0,8.441607000000001,0.01488015784150378,88.28,0,0,0,0,0,0,1,0,0,85948,0.34
7.0,2.0,41.923077,13.8462,3,2.615385,150.919066,0.01639344262295082,575.0,0,0,1,0,0,0,1,0,0,85951,0.33
2.0,1.0,29.425,4.5,2,0.0,117.08376299999999,0.012345679012345678,58.85,0,0,0,0,1,0,1,0,1,85969,1.0
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,86018,0.03
21.0,1.0,48.56875,15.0,2,2.25,181.860824,0.01488015784150378,391.55,1,1,1,0,1,0,1,0,0,86029,0.6
0.0,2.0,53.0,5.0,2,1.0,162.892046,0.017241379310344827,106.0,0,0,1,1,0,1,0,1,0,86030,0.17
0.0,2.0,17.666667,10.0,3,1.333333,8.441607000000001,0.01488015784150378,53.0,0,0,1,0,1,1,0,1,0,86031,0.27
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,86080,0.03
1.0,2.0,26.5,15.0,3,0.75,132.370546,0.0136986301369863,106.0,0,1,0,0,1,0,1,1,0,86083,0.36
0.0,1.0,53.0,12.0,1,0.0,132.370546,0.0136986301369863,106.0,1,0,0,1,0,1,0,0,0,86099,0.22
1.0,5.0,19.616667,10.0,3,0.0,132.370546,0.0136986301369863,58.85,0,0,1,0,0,0,1,0,0,86133,0.34
0.0,1.0,0.0,27.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,86163,0.13
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,86164,0.09
1.0,1.0,29.425,15.0,2,0.0,8.441607000000001,0.01488015784150378,58.85,1,0,1,0,0,0,1,0,1,86172,1.0
11.0,4.3333,37.283333,11.3333,4,0.0,8.441607000000001,0.01488015784150378,223.7,0,0,1,0,0,0,1,0,0,86174,0.34
6.0,2.0,15.5,15.0,3,1.0,145.274146,0.014925373134328358,62.0,0,0,1,1,0,0,1,1,0,86181,0.23
1.0,0.0,14.5,0.0,2,2.75,191.50224599999999,0.01488015784150378,37.0,0,1,1,0,0,0,1,0,0,86195,0.24
1.0,2.0,0.0,7.5,2,0.0,212.688448,0.02040816326530612,0.0,0,0,1,0,1,0,1,0,0,86201,0.23
1.0,3.0,29.425,7.5,2,8.0,135.775668,0.014285714285714285,58.85,0,0,1,0,0,0,1,0,0,86203,0.33
2.0,3.0,0.0,7.5,4,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,86247,0.26
9.0,2.5714,31.3125,11.625,4,1.25,136.00893,0.015625,250.5,0,0,0,0,0,0,1,0,0,86253,0.34
4.0,1.1667,31.5,2.5,3,4.5,150.919066,0.01639344262295082,228.0,0,0,1,0,0,0,1,1,1,86257,1.0
4.0,0.0,53.0,0.0,1,0.25,153.336506,0.01488015784150378,212.0,0,1,1,0,1,0,1,0,0,86306,0.35
1.0,2.0,0.0,10.3333,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,1,0,0,1,0,1,86320,1.0
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,86342,0.03
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,1,0,0,0,86368,0.17421052631578943
10.0,1.0,25.416667,11.1667,2,2.65,127.172174,0.012987012987012988,152.5,0,0,1,0,1,0,1,0,0,86376,0.46
0.0,1.0,0.0,13.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,1,86378,1.0
3.0,2.0,29.25,1.0,2,1.5,8.441607000000001,0.01488015784150378,120.0,0,0,0,0,0,0,1,0,0,86400,0.34
0.0,1.0,0.0,5.0,4,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,0,0,1,1,0,0,0,86402,0.24
40.0,3.0,44.285,15.0,3,0.14,117.08376299999999,0.012345679012345678,442.85,0,0,1,0,0,0,1,0,1,86412,1.0
1.0,1.0,32.5,15.0,1,18.5,162.93004399999998,0.015384615384615385,32.5,0,0,1,0,1,0,1,1,0,86421,0.46
0.0,1.0,0.0,8.6667,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,1,0,1,0,0,0,86432,0.22
0.0,3.0,26.5,7.5,2,0.0,135.775668,0.014285714285714285,53.0,0,0,0,0,1,1,0,0,0,86444,0.24
8.0,0.0,23.55,0.0,4,1.714286,8.441607000000001,0.01488015784150378,203.85,0,1,1,0,0,0,1,0,0,86452,0.24
0.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,1,0,0,1,0,0,0,86473,0.21
0.0,0.0,17.666667,0.0,2,0.0,132.370546,0.0136986301369863,53.0,0,1,1,0,0,1,0,0,0,86477,0.09
0.0,0.0,18.5,0.0,3,0.0,162.93004399999998,0.015384615384615385,92.5,0,1,1,0,0,1,0,1,0,86491,0.07
1.0,1.0,20.75,0.75,3,0.75,156.036397,0.02,83.0,0,1,1,0,0,0,1,1,0,86496,0.28
14.0,2.0,25.986364000000002,5.4545,7,0.0,132.370546,0.0136986301369863,285.85,0,0,1,0,0,0,1,0,0,86513,0.34
28.0,2.0,28.427273,6.0,6,2.072727,150.919066,0.01639344262295082,312.7,1,0,1,0,0,0,1,0,0,86548,0.42
1.0,0.0,19.616667,0.0,3,0.0,8.441607000000001,0.01488015784150378,58.85,0,0,0,0,0,0,1,0,0,86560,0.2
2.0,1.0,27.0,15.0,1,1.0,156.358351,0.01488015784150378,54.0,1,0,1,0,1,0,1,1,0,86570,0.56
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,86580,0.09
0.0,1.0,53.0,13.0,2,0.0,147.456553,0.013157894736842105,265.0,0,1,1,0,1,1,0,0,0,86582,0.27
0.0,0.0,26.5,0.0,2,0.0,132.370546,0.0136986301369863,53.0,0,1,0,0,1,1,0,1,0,86612,0.17
9.0,0.0,39.75,0.0,2,0.0,162.93004399999998,0.015384615384615385,159.0,0,0,1,0,0,0,1,1,0,86616,0.2
0.0,1.0,0.0,13.0,2,0.0,132.370546,0.0136986301369863,0.0,0,0,1,0,0,1,0,0,0,86630,0.13
2.0,0.0,37.283333,0.0,2,0.0,125.689416,0.0136986301369863,111.85,0,1,1,0,0,0,1,0,0,86647,0.23
50.0,4.0,35.820833,1.25,6,0.0,125.689416,0.0136986301369863,429.85,0,0,0,0,0,0,1,0,0,86652,0.34
0.0,1.0,53.0,6.0,1,0.0,132.370546,0.0136986301369863,246.0,1,0,1,0,1,1,0,1,0,86668,0.33
1.0,1.0,26.5,7.5,2,0.0,162.93004399999998,0.015384615384615385,53.0,1,0,1,0,0,0,1,0,0,86696,0.43
0.0,1.0,26.5,3.0,2,2.0,156.358351,0.01488015784150378,53.0,0,1,0,0,1,1,0,1,0,86723,0.25
2.0,1.0,37.283333,15.0,2,1.333333,150.919066,0.01639344262295082,111.85,1,0,1,1,0,0,1,0,0,86735,0.34
0.0,1.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,1,0,0,1,0,0,0,86768,0.21
39.0,3.0,52.822727,1.2727,4,1.0,187.928256,0.017543859649122806,581.05,0,0,1,0,0,0,1,0,0,86843,0.33
0.0,1.0,44.333333,15.0,1,0.0,136.00893,0.015625,133.0,0,1,1,1,0,1,0,0,0,86874,0.15
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,86885,0.03
21.0,2.0,29.071429,15.0,1,0.571429,162.93004399999998,0.015384615384615385,209.5,0,0,1,0,1,0,1,1,0,86892,0.46
0.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,86902,0.13
15.0,1.0,30.375,1.875,3,0.25,150.919066,0.01639344262295082,250.0,0,1,0,0,0,0,1,0,0,86943,0.32
0.0,2.0,26.5,7.5,2,0.0,153.336506,0.01488015784150378,53.0,0,1,0,0,0,1,0,1,0,86970,0.15
4.0,1.0,29.616667,8.0,2,0.0,135.775668,0.014285714285714285,108.31,0,1,1,0,0,0,1,0,0,86990,0.32
77.0,1.0,35.958333,1.8333,2,3.025,8.441607000000001,0.01488015784150378,506.5,0,0,1,0,0,0,1,1,0,86997,0.3
38.0,2.0,33.053846,3.0,5,0.307692,162.93004399999998,0.015384615384615385,432.7,0,0,1,0,0,0,1,0,0,87002,0.33
30.0,1.0,45.4,0.0,4,0.5,132.370546,0.0136986301369863,454.0,0,0,1,0,0,0,1,0,0,87014,0.28
35.0,1.0,39.804545000000005,9.8182,3,2.081818,117.08376299999999,0.012345679012345678,464.85,0,1,1,0,1,0,1,0,0,87053,0.48
1.0,1.0,29.7125,11.25,3,0.0,162.93004399999998,0.015384615384615385,118.85,1,1,0,0,0,0,1,0,0,87054,0.35
16.0,0.0,34.8,0.0,2,0.0,135.775668,0.014285714285714285,174.0,0,0,1,0,0,0,1,1,0,87055,0.2
6.0,1.0,17.666667,5.0,1,0.0,135.775668,0.014285714285714285,53.0,0,0,0,0,0,0,1,1,0,87071,0.28
9.0,2.0,41.2125,15.0,2,1.75,175.441122,0.015625,176.85,0,0,0,0,1,0,1,0,0,87073,0.41
7.0,2.0,30.892857,1.8571,5,2.214286,150.919066,0.01639344262295082,432.5,0,1,0,0,0,0,1,0,0,87078,0.32
1.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,1,0,0,87094,0.12
4.0,1.0,35.333333,8.6667,2,4.3333330000000005,156.358351,0.01488015784150378,136.0,1,0,1,0,0,0,1,0,0,87114,0.42
130.0,2.0,39.932142999999996,8.3571,2,5.85,162.93004399999998,0.015384615384615385,739.05,0,0,1,1,0,0,1,0,0,87119,0.22
1.0,0.0,26.5,0.0,2,0.0,162.892046,0.017241379310344827,53.0,0,1,0,0,0,0,1,1,0,87134,0.19
5.0,1.5,53.0,8.0,3,1.5,150.919066,0.01639344262295082,212.0,0,0,1,0,0,0,1,0,0,87137,0.33
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87171,0.03
0.0,0.0,29.333333000000003,0.0,2,0.0,125.689416,0.0136986301369863,88.0,0,0,0,0,0,1,0,0,0,87184,0.13
28.0,1.5455,39.9,7.0,4,0.153846,175.441122,0.015625,635.7,1,0,1,0,1,0,1,0,0,87205,0.64
5.0,1.0,23.75,12.5,2,0.0,132.370546,0.0136986301369863,142.5,1,0,0,0,1,0,1,1,0,87216,0.45
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87223,0.03
0.0,2.0,0.0,6.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,1,0,0,0,87282,0.28
4.0,1.0,28.5,10.0,2,0.333333,132.370546,0.0136986301369863,85.5,0,0,1,0,1,0,1,1,0,87285,0.47
3.0,1.0,33.25,2.25,2,0.0,156.036397,0.02,133.0,0,0,1,0,1,0,1,1,0,87288,0.42
24.0,1.0,48.411111,0.8889,2,0.0,162.93004399999998,0.015384615384615385,435.7,0,0,0,0,1,0,1,0,0,87316,0.37
3.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,87321,0.26
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87336,0.03
5.0,4.0,20.5,15.0,4,0.0,147.456553,0.013157894736842105,82.0,0,1,1,1,0,0,1,1,0,87347,0.23
1.0,0.0,15.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,30.0,0,0,0,0,0,0,1,1,0,87370,0.19
0.0,3.0,17.666667,10.0,3,0.0,125.689416,0.0136986301369863,53.0,1,1,1,0,0,1,0,0,0,87395,0.26
1.0,0.0,19.616667,0.0,3,0.0,8.441607000000001,0.01488015784150378,58.85,0,0,1,0,0,0,1,0,1,87441,1.0
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87464,0.03
3.0,1.0,27.7,9.0,3,0.0,132.370546,0.0136986301369863,138.5,1,0,1,0,0,0,1,0,0,87502,0.43
6.0,1.0,53.0,15.0,1,1.0,147.456553,0.013157894736842105,159.0,0,1,0,0,0,0,1,0,0,87503,0.32
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87505,0.03
1.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,1,0,0,87507,0.12
1.0,1.0,17.666667,2.3333,3,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,0,0,0,0,1,0,1,87508,1.0
4.0,1.0,35.333333,10.0,2,1.0,191.50224599999999,0.01488015784150378,106.0,0,0,1,0,0,0,1,1,0,87521,0.3
1.0,1.0,28.0,15.0,1,0.0,132.370546,0.0136986301369863,28.0,0,0,1,0,0,0,1,1,0,87533,0.3
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,87572,0.09
8.0,1.0,21.75,15.0,1,0.25,162.93004399999998,0.015384615384615385,87.0,1,0,1,0,0,0,1,0,0,87584,0.44
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,87594,0.04
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87614,0.03
1.0,0.0,17.5,0.0,2,0.0,132.370546,0.0136986301369863,35.0,0,1,1,0,0,0,1,1,0,87627,0.19
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87639,0.03
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87646,0.03
0.0,2.0,35.333333,0.6667,2,9.666667,162.93004399999998,0.015384615384615385,193.0,0,0,1,0,0,1,0,1,1,87647,1.0
0.0,1.0,28.0,15.0,2,2.9,136.00893,0.015625,130.0,0,1,1,0,0,1,0,0,0,87654,0.13
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87655,0.03
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,87656,0.04
6.0,1.0,32.75,12.0,2,10.55,132.370546,0.0136986301369863,258.5,0,1,0,0,1,0,1,1,0,87657,0.36
16.0,2.0,53.0,15.0,1,2.0,162.93004399999998,0.015384615384615385,218.0,0,0,0,0,1,0,1,0,0,87664,0.41
6.0,0.0,15.75,0.0,3,3.5,151.742059,0.01488015784150378,99.0,0,0,1,0,1,0,1,0,0,87667,0.36
0.0,2.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,87674,0.08
49.0,0.0,33.125,0.0,2,0.0,8.441607000000001,0.01488015784150378,265.0,0,0,1,0,0,0,1,1,0,87748,0.2
0.0,3.0,28.0,10.0,1,0.0,162.93004399999998,0.015384615384615385,28.0,0,0,1,0,0,1,0,1,0,87760,0.18
9.0,2.5556,29.440909,10.6364,7,0.363636,151.74655900000002,0.014285714285714285,323.85,0,0,1,0,0,0,1,0,0,87773,0.33
2.0,1.0,37.833333,15.0,2,7.233333,135.775668,0.014285714285714285,143.5,0,0,1,0,0,0,1,1,0,87780,0.3
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87796,0.03
0.0,1.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,0,0,1,0,0,0,87797,0.08
0.0,1.0,0.0,13.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87843,0.13
1.0,1.0,29.425,12.5,2,0.0,135.775668,0.014285714285714285,58.85,1,0,0,0,0,0,1,1,0,87846,0.32
2.0,0.0,12.5,0.0,3,7.75,161.44551299999998,0.015873015873015872,139.0,0,0,1,0,0,0,1,0,0,87847,0.24
1.0,1.0,0.0,5.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,1,0,0,87852,0.22
0.0,1.0,43.5,10.0,2,0.0,132.370546,0.0136986301369863,174.0,0,0,0,0,0,1,0,0,0,87880,0.18
2.0,2.0,53.0,6.5,2,0.0,135.775668,0.014285714285714285,106.0,0,0,0,0,0,0,1,1,0,87886,0.28
9.0,3.0,24.875,8.125,3,0.0,135.775668,0.014285714285714285,199.0,0,0,1,0,0,0,1,0,0,87918,0.34
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,87958,0.03
3.0,2.0,7.5,3.25,4,0.0,8.441607000000001,0.01488015784150378,30.0,0,0,1,0,0,0,1,1,1,87965,1.0
0.0,1.0,0.0,6.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,87979,0.16
0.0,1.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,87981,0.16
4.0,2.0,15.25,7.5,3,0.0,8.441607000000001,0.01488015784150378,61.0,0,0,1,0,0,0,1,1,1,87988,1.0
2.0,3.0,4.285714,2.1429,7,0.8,8.441607000000001,0.01488015784150378,39.0,0,0,0,0,0,0,1,0,0,88008,0.34
2.0,2.0,0.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,1,0,0,0,1,0,0,88014,0.28
0.0,1.0,53.0,15.0,1,0.0,152.51689199999998,0.013157894736842105,53.0,0,0,1,0,1,1,0,1,0,88019,0.29
3.0,0.0,58.85,0.0,1,0.0,132.370546,0.0136986301369863,58.85,0,0,0,0,1,0,1,0,0,88027,0.26
0.0,1.0,26.5,7.5,2,0.0,8.441607000000001,0.01488015784150378,53.0,0,1,1,0,0,1,0,0,0,88054,0.16
1.0,2.0,26.5,7.5,2,0.0,162.93004399999998,0.015384615384615385,53.0,0,1,1,0,0,0,1,1,0,88069,0.26
1.0,1.0,53.0,6.0,1,1.0,145.274146,0.014925373134328358,53.0,0,0,1,0,1,0,1,0,0,88072,0.46
1.0,1.0,26.5,15.0,2,0.0,8.441607000000001,0.01488015784150378,53.0,1,0,0,0,1,0,1,0,0,88125,0.43
1.0,2.0,16.25,2.5,2,0.0,175.441122,0.015625,32.5,0,0,1,0,1,0,1,0,0,88135,0.42
1.0,1.0,42.425,9.0,2,0.0,162.93004399999998,0.015384615384615385,84.85,0,0,0,1,0,0,1,0,0,88161,0.23
6.0,1.0,39.75,6.75,3,0.25,132.370546,0.0136986301369863,159.0,1,0,1,0,0,0,1,0,0,88170,0.44
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,88185,0.03
16.0,1.0,37.95,15.0,2,0.833333,135.775668,0.014285714285714285,227.7,0,1,1,0,0,0,1,0,0,88189,0.34
3.0,3.0,30.5,10.0,1,0.3,145.274146,0.014925373134328358,30.5,1,0,1,0,0,0,1,1,0,88197,0.38
0.0,1.0,0.0,3.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,88212,0.08
12.0,1.0,24.125,1.5,2,2.5,125.689416,0.0136986301369863,111.5,0,0,0,0,0,0,1,0,0,88224,0.34
72.0,0.0,51.87,0.0,2,4.9,150.919066,0.01639344262295082,518.7,0,0,1,0,0,0,1,0,0,88235,0.24
9.0,0.0,34.0,0.0,2,1.75,8.441607000000001,0.01488015784150378,145.0,0,0,1,0,0,0,1,1,0,88256,0.21
35.0,1.0,43.944333,3.0,5,1.166667,145.274146,0.014925373134328358,1318.33,0,0,0,0,0,0,1,0,0,88269,0.34
0.0,1.0,26.5,27.0,2,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,1,1,0,1,0,0,0,88278,0.17
0.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,88301,0.13
1.0,2.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,0,0,0,0,1,0,0,88305,0.23
18.0,2.0,17.1875,7.5,4,0.0,8.441607000000001,0.01488015784150378,137.5,0,0,1,1,0,0,1,1,0,88314,0.26
1.0,2.0,0.0,13.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,0,0,0,1,0,0,88317,0.16
12.0,0.0,53.0,0.0,1,1.666667,132.370546,0.0136986301369863,159.0,0,0,1,0,0,0,1,1,0,88335,0.21
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,88351,0.09
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,88352,0.03
2.0,2.0,17.666667,15.0,3,1.666667,132.370546,0.0136986301369863,65.0,0,0,1,0,0,0,1,1,1,88355,1.0
0.0,2.0,0.0,4.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,1,88368,1.0
6.0,1.0,38.666667,10.0,1,0.0,135.775668,0.014285714285714285,116.0,0,0,0,0,0,0,1,1,0,88438,0.28
8.0,1.0,33.77,12.0,2,0.0,135.775668,0.014285714285714285,168.85,0,0,1,0,0,0,1,1,0,88456,0.3
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,88469,0.04
0.0,1.0,26.5,6.0,2,0.0,145.274146,0.014925373134328358,53.0,0,0,1,0,0,1,0,1,0,88485,0.18
4.0,2.0,42.925,10.0,1,0.0,150.919066,0.01639344262295082,85.85,0,1,1,0,1,0,1,0,0,88495,0.42
0.0,3.0,21.4,10.4,2,3.0,132.370546,0.0136986301369863,107.0,0,0,0,1,0,1,0,0,0,88537,0.16
20.0,1.0,41.222221999999995,11.6667,4,2.0,136.00893,0.015625,398.0,0,0,1,0,0,0,1,0,0,88540,0.33
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,88547,0.03
1.0,2.0,15.0,15.0,2,6.5,8.441607000000001,0.01488015784150378,30.0,0,0,1,0,0,0,1,1,0,88555,0.3
2.0,2.0,0.0,5.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,88570,0.26
1.0,1.0,53.0,15.0,1,2.0,132.370546,0.0136986301369863,53.0,1,0,0,0,0,0,1,1,1,88580,1.0
2.0,2.4286,0.0,5.1429,7,0.0,150.919066,0.01639344262295082,0.0,0,0,0,0,0,0,1,0,0,88624,0.22
0.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,88646,0.13
0.0,1.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,1,1,0,0,0,88671,0.23
0.0,2.0,14.0,1.0,1,0.0,150.919066,0.01639344262295082,28.0,0,0,0,0,1,1,0,1,0,88688,0.25
2.0,1.0,5.888889,1.4444,9,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,0,0,0,0,1,1,0,88700,0.28
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,88714,0.09
0.0,1.0,26.5,5.0,2,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,0,0,1,1,0,1,0,88723,0.25
20.0,1.0,50.14,15.0,1,0.0,125.689416,0.0136986301369863,250.7,0,0,0,0,1,0,1,0,0,88725,0.37
3.0,3.0,32.97,4.8,3,0.8,8.441607000000001,0.01488015784150378,164.85,0,1,1,0,0,0,1,1,0,88743,0.28
1.0,2.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,0,0,1,0,1,0,0,88767,0.25
4.0,1.0,28.45,10.0,2,0.0,150.919066,0.01639344262295082,85.35,0,1,1,0,0,0,1,0,0,88772,0.32
0.0,1.0,53.0,15.0,1,0.0,162.93004399999998,0.015384615384615385,53.0,1,0,1,0,0,1,0,1,0,88777,0.26
36.0,1.0,30.205556,15.0,2,2.7111110000000003,162.93004399999998,0.015384615384615385,301.85,1,1,1,0,1,0,1,0,0,88782,0.6
1.0,1.0,0.0,5.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,88783,0.26
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,88812,0.03
3.0,1.0,54.95,15.0,1,0.0,135.775668,0.014285714285714285,164.85,0,0,0,0,1,0,1,1,0,88815,0.38
0.0,4.0,35.333333,3.6667,3,0.0,8.441607000000001,0.01488015784150378,106.0,1,0,1,0,0,1,0,1,0,88839,0.26
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,88854,0.04
1.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,0,0,0,1,0,0,88864,0.11
2.0,2.0,25.75,9.75,3,3.5,164.69268200000002,0.017857142857142856,103.0,0,1,1,0,0,0,1,1,1,88897,1.0
0.0,2.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,88909,0.13
0.0,1.0,35.333333,7.3333,2,0.0,156.036397,0.02,106.0,0,0,1,0,0,1,0,1,0,88915,0.18
154.0,2.0,39.779167,1.875,3,1.291667,187.928256,0.017543859649122806,987.7,0,0,1,0,0,0,1,0,0,88933,0.33
4.0,1.3333,17.666667,6.6667,6,0.0,8.441607000000001,0.01488015784150378,106.0,0,0,1,0,0,0,1,1,0,88982,0.3
2.0,0.0,15.0,0.0,2,1.5,150.919066,0.01639344262295082,30.0,0,0,1,0,0,0,1,0,0,88986,0.24
1.0,1.0,0.0,5.3333,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,88991,0.26
1.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,89048,0.09
0.0,1.0,13.5,7.5,2,6.5,155.627818,0.01488015784150378,27.0,1,0,1,0,0,1,0,0,0,89049,0.26
0.0,1.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,89066,0.06
0.0,1.0,0.0,10.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,0,1,0,1,0,0,0,89080,0.16
