membership_id,household_key,income,member_status,state_grouped,credit_ranges,cancel_reason,renew_method,plus_indicator_description,zip,sc_vehicle_manufacturer_name,sc_vehicle_model_name,race,home_owner,education,dwelling_type,gender,occupation_code,occupation_group,occupant_type,mosaic_household,mosaic_global_household,kcl_b_ind_mosaicsgrouping,generation,tenure,aaa_no_tenure,aaa_member_tenure_years,aaa_mean_age,length_of_residence,aaa_mortgage,aaa_credit_card,aaa_deposit,aaa_home_equity,aaa_financial_service,aaa_auto_insurance,aaa_id_theft,aaa_motorcycle_indicator,aaa_travel,aaa_mean_child,aaa_mean_total_cost,aaa_no_race,aaa_no_home_owner,aaa_no_education,aaa_no_income,aaa_no_dwelling_type,aaa_no_credit_ranges,aaa_no_gender,aaa_no_language,aaa_no_reason_joined,aaa_cancel_reason,aaa_no_mosaic_household,aaa_no_mosaic_global_household,aaa_no_kcl_b_ind_mosaicsgrouping,aaa_no_occupation_code,aaa_no_occupation_group,aaa_no_occupant_type,aaa_no_plus_indicator_description,aaa_no_generation,total_calls_year_1,total_calls_year_2,total_calls_year_3,total_member_cost_1,total_member_cost_2,total_member_cost_3,basic_cost,plus_cost,premier_cost,mean_basic_cost,mean_plus_cost,mean_premier_cost,total_calls,total_member_cost,mean_total_member_cost,vehicle,total_cost,mean_total_cost,total_members_in_household
88072,18147327,"10-19,999",ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2828,BUICK,LESABRE,CAUCASION / WHITE - EUROPEAN,RENTER,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,49,74.0,6.0,0,0,0,0,0,0,0,1.0,0,1.0,53.0,1.0,2.0,,6.0,2.0,,1.0,0.0,,,11.0,7.0,3.0,,1.0,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,53.0,0.0,0.0,53.0,0.0,0.0,1.0,33.0,33.0,BUICK LESABRE,53.0,53.0,1
88125,19864648,"90-99,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,UNKNOWN,2910,UNKNOWN,UNKNOWN,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,UNKNOWN,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,86.0,15.0,0,0,0,0,0,1,0,1.0,0,1.0,26.5,3.0,0.0,,2.0,0.0,5.0,2.0,0.0,,5.0,1.0,1.0,1.0,,1.0,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,53.0,0.0,0.0,26.5,0.0,0.0,1.0,53.0,26.5,UNKNOWN UNKNOWN,53.0,26.5,2
88135,7252020,"30-39,999",CANCELLED,RI,750-799,NO LONGER DRIVING,NOTICE,UNKNOWN,2864,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,49,86.0,2.5,0,0,0,0,0,0,0,1.0,0,2.0,16.25,2.0,0.0,1.0,8.0,2.0,1.0,1.0,0.0,,5.0,5.0,1.0,3.0,1.0,3.0,,2.0,0.0,1.0,0.0,0.0,32.5,0.0,0.0,32.5,0.0,0.0,16.25,0.0,0.0,1.0,32.5,16.25,UNKNOWN UNKNOWN,32.5,16.25,2
88161,24879609,"200 - 249,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PREMIER MEMBERSHIP,2809,FORD,F-150,CAUCASION / WHITE - JEWISH,HOME OWNER,SOME COLLEGE,SFDU,MALE,UPPER MANAGEMENT/EXECUTIVE,MANAGEMENT - KNOWN,UNKNOWN,PLATINUM PROSPERITY,BOURGEOIS PROSPERITY,POWER ELITE,POST-WAR (< 1948),+40 YEARS,0,49,71.5,9.0,0,1,0,0,0,1,0,1.0,1,1.0,42.425,9.0,0.0,3.0,12.0,0.0,1.0,2.0,,,,16.0,2.0,7.0,3.0,9.0,,3.0,1.0,0.0,1.0,0.0,0.0,58.85,0.0,84.85,0.0,0.0,42.425,0.0,0.0,1.0,58.85,29.425,FORD F-150,84.85,42.425,2
88170,12212217,"10-19,999",CANCELLED,RI,650-699,NON-PAYMENT,NOTICE,BASIC MEMBERSHIP,2910,TOYOTA,RAV4,CAUCASION / WHITE - ENGLISH,RENTER,GRADUATED SCHOOL,SFDU,FEMALE,BEAUTY,OTHER - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,78.6667,6.75,1,0,0,0,1,0,0,1.0,0,1.0,39.75,2.0,2.0,4.0,6.0,0.0,3.0,2.0,0.0,,3.0,1.0,1.0,1.0,10.0,12.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,318.0,159.0,0.0,0.0,39.75,0.0,0.0,6.0,318.0,79.5,TOYOTA RAV4,159.0,39.75,3
88185,12077537,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2809,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SETTLED IN SUBURBIA,ROUTINE SERVICE WORKERS,SURBURBAN STYLE,UNKNOWN,BETWEEN 21 & 30 YEARS,2,49,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,1.0,7.0,3.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
88189,15963476,250K+,ACTIVE,RI,800+,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2921,HONDA,ACCORD,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING OF AQUARIUS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,BABY BOOMERS (1948 - 1968),+40 YEARS,0,49,64.0,15.0,0,0,0,0,0,0,0,1.0,1,1.0,37.95,1.0,0.0,2.0,13.0,0.0,4.0,2.0,0.0,,,8.0,2.0,2.0,,1.0,,0.0,1.0,0.0,8.0,8.0,0.0,470.8,470.8,227.7,0.0,0.0,37.95,0.0,0.0,16.0,941.6,156.933333,HONDA ACCORD,227.7,37.95,2
88197,16651029,"90-99,999",CANCELLED,RI,650-699,NON-PAYMENT,NOTICE,BASIC MEMBERSHIP,2861,BUICK,LESABRE,AFRICAN AMERICAN - AFRICAN ORIGIN,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),+40 YEARS,0,49,68.0,10.0,0,0,0,0,0,0,0,0.0,0,3.0,30.5,13.0,0.0,2.0,2.0,,3.0,,0.0,,1.0,,,,,,,0.0,1.0,2.0,1.0,0.0,83.5,30.5,0.0,30.5,0.0,0.0,30.5,0.0,0.0,3.0,114.0,114.0,BUICK LESABRE,30.5,30.5,1
88212,5716071,"175 - 199,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2879,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING OF AQUARIUS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,49,86.0,3.5,0,0,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,,7.0,0.0,1.0,,0.0,,1.0,8.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
88224,37533192,UNDER 10K,ACTIVE,RI,650-699,UNKNOWN,AUTO RENEW,UNKNOWN,2895,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,49,63.25,1.5,0,1,0,0,0,1,0,1.0,1,1.0,27.875,1.0,0.0,2.0,14.0,,3.0,,0.0,,,,,,,,,3.0,1.0,0.0,6.0,6.0,0.0,235.5,195.0,96.5,15.0,0.0,24.125,3.75,0.0,12.0,430.5,107.625,UNKNOWN UNKNOWN,111.5,27.875,2
88235,13029984,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2889,TOYOTA,CAMRY,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BOHEMIAN GROOVE,METROPOLITAN STRUGGLERS,SIGNIFICANT SINGLES,POST-WAR (< 1948),+40 YEARS,0,47,74.2,0.0,0,0,0,0,0,0,0,1.0,0,,51.87,,,,,0.0,,,,,,15.0,8.0,13.0,,,1.0,0.0,1.0,0.0,26.0,46.0,0.0,1506.7,2300.0,518.7,0.0,0.0,51.87,0.0,0.0,72.0,3806.7,380.67,TOYOTA CAMRY,518.7,51.87,2
88256,13471569,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2920,HONDA,ACCORD,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,MALE,RETIRED,RETIRED - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,74.25,0.0,1,1,0,0,1,0,0,0.0,0,,36.25,,,,,0.0,,2.0,,,7.0,1.0,1.0,1.0,1.0,3.0,,2.0,0.0,0.0,0.0,9.0,0.0,0.0,529.65,136.0,9.0,0.0,34.0,2.25,0.0,9.0,529.65,132.4125,HONDA ACCORD,145.0,36.25,2
88269,718142,"70-79,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2916,BUICK,RIVIERA,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,FEMALE,NURSE,PROFESSIONAL - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,62.5862,3.0,0,0,0,0,0,1,0,1.0,1,1.0,43.944333,2.0,0.0,,3.0,0.0,1.0,1.0,0.0,2.0,8.0,1.0,1.0,1.0,4.0,2.0,,0.0,1.0,0.0,35.0,0.0,0.0,2059.75,0.0,1318.33,0.0,0.0,43.944333,0.0,0.0,35.0,2059.75,68.658333,BUICK RIVIERA,1318.33,43.944333,5
88278,6288061,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,AUTO RENEW,PLUS MEMBERSHIP,2904,SATURN,AURA,AMERICAN INDIAN,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,49,70.0,27.0,0,0,0,0,0,0,0,1.0,0,1.0,26.5,12.0,0.0,,1.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,8.0,13.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,SATURN AURA,53.0,26.5,2
88301,19230747,"90-99,999",CANCELLED,RI,700-749,NON-PAYMENT,NOTICE,UNKNOWN,2830,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,UNKNOWN,MALE,UNKNOWN,TECHNICAL - INFERRED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BETWEEN 31 & 40 YEARS,5,49,,7.5,0,0,0,0,0,0,0,,0,1.0,0.0,1.0,0.0,,2.0,,2.0,2.0,0.0,,1.0,,,,,10.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
88305,822400,"100-149,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,UNKNOWN,2852,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,MALE,UNKNOWN,TECHNICAL - INFERRED,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,49,76.5,7.5,0,0,0,0,0,1,0,,0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0,0.0,,1.0,6.0,1.0,3.0,,10.0,,,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,26.5,UNKNOWN UNKNOWN,0.0,0.0,2
88314,3057519,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2857,MERCURY,SABLE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SETTLED IN SUBURBIA,ROUTINE SERVICE WORKERS,SURBURBAN STYLE,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,49,66.25,7.5,0,1,0,0,0,0,0,0.0,0,2.0,17.1875,1.0,0.0,,1.0,0.0,2.0,2.0,0.0,,5.0,7.0,3.0,6.0,,8.0,,2.0,4.0,5.0,7.0,6.0,182.5,248.5,303.0,137.5,0.0,0.0,17.1875,0.0,0.0,18.0,734.0,91.75,MERCURY SABLE,137.5,17.1875,4
88317,7028501,"70-79,999",CANCELLED,RI,700-749,DUP MEMBERSHIP,NOTICE,UNKNOWN,2888,UNKNOWN,UNKNOWN,CAUCASION / WHITE - UNKNOWN,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,TEACHER/EDUCATOR,PROFESSIONAL - KNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,49,69.0,13.0,0,0,0,0,0,1,0,,0,2.0,0.0,4.0,0.0,1.0,3.0,0.0,2.0,1.0,,,8.0,4.0,6.0,5.0,7.0,2.0,,,1.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,53.0,UNKNOWN UNKNOWN,0.0,0.0,1
88335,7424082,UNKNOWN,CANCELLED,RI,UNKNOWN,HEALTH ISSUE,NOTICE,PLUS MEMBERSHIP,2888,TOYOTA,COROLLA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,49,97.0,0.0,0,1,0,0,0,0,0,0.0,0,,53.0,,,,,,,,,,17.0,,,,,,,2.0,0.0,6.0,0.0,6.0,318.0,0.0,318.0,159.0,0.0,0.0,53.0,0.0,0.0,12.0,636.0,212.0,TOYOTA COROLLA,159.0,53.0,1
88351,7614938,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,49,100.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,2.0,3.0,3.0,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
88352,15957814,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2909,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,UNKNOWN,PROFESSIONAL - INFERRED,UNKNOWN,STEADFAST CONVENTIONALISTS,HARD WORKING BLUE COLLAR,FAMILY UNION,POST-WAR (< 1948),+40 YEARS,0,49,88.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,1.0,,,2.0,29.0,5.0,10.0,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
88355,6164124,"100-149,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,UNKNOWN,2806,UNKNOWN,UNKNOWN,CAUCASION / WHITE - UNKNOWN,HOME OWNER,SOME COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,49,60.6667,15.0,0,0,0,0,0,0,1,0.0,0,2.0,21.666667,4.0,0.0,2.0,1.0,,4.0,,0.0,,1.0,,,,,,,2.0,3.0,1.0,1.0,0.0,88.08,28.13,0.0,53.0,12.0,0.0,17.666667,4.0,0.0,2.0,116.21,38.736667,UNKNOWN UNKNOWN,65.0,21.666667,3
88368,1601933,"90-99,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,UNKNOWN,2903,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,49,78.5,4.0,0,0,0,0,0,0,1,,0,2.0,0.0,2.0,0.0,3.0,2.0,,4.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
88438,40632147,"10-19,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2889,HONDA,CIVIC,HISPANIC - HISPANIC ORIGIN,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,49,72.0,10.0,0,0,0,0,0,1,0,0.0,0,1.0,38.666667,6.0,0.0,2.0,6.0,,2.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,353.1,116.0,0.0,0.0,38.666667,0.0,0.0,6.0,353.1,117.7,HONDA CIVIC,116.0,38.666667,1
88456,7835552,"90-99,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2879,HONDA,ACCORD,UNKNOWN,HOME OWNER,COMPLETED COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 16 & 20 YEARS,4,18,91.8,12.0,0,0,0,0,0,0,0,0.0,0,1.0,33.77,,0.0,3.0,2.0,,2.0,,,,3.0,,,,,,,0.0,0.0,0.0,4.0,4.0,0.0,235.4,120.0,168.85,0.0,0.0,33.77,0.0,0.0,8.0,355.4,71.08,HONDA ACCORD,168.85,33.77,2
88469,11151732,UNKNOWN,CANCELLED,RI,UNKNOWN,DUP MEMBERSHIP,NOTICE,UNKNOWN,2915,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STATUS SEEKING SINGLES,SOPHISTICATED SINGLES,YOUNG CITY SOLOS,UNKNOWN,BETWEEN 21 & 30 YEARS,2,23,,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,0.0,,,,,8.0,23.0,9.0,14.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
88485,15792915,"60-69,999",ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2921,BUICK,REGAL,CAUCASION / WHITE - EASTERN EUROPEAN,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,49,72.0,6.0,0,0,0,0,0,0,0,0.0,0,1.0,26.5,7.0,0.0,,9.0,0.0,,,0.0,,3.0,5.0,1.0,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,BUICK REGAL,53.0,26.5,2
88495,18980000,"30-39,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2852,CHEVROLET,CRUZE,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,49,78.0,10.0,0,0,0,0,0,0,0,1.0,0,2.0,42.925,2.0,0.0,1.0,8.0,0.0,4.0,1.0,0.0,,,2.0,2.0,2.0,1.0,3.0,,0.0,0.0,0.0,2.0,2.0,0.0,117.7,106.0,85.85,0.0,0.0,42.925,0.0,0.0,4.0,223.7,111.85,CHEVROLET CRUZE,85.85,42.925,1
88537,2012854,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2886,TOYOTA,RAV4,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,MIDDLE MANAGEMENT,MANAGEMENT - KNOWN,UNKNOWN,FAMILIES MATTER MOST,CAREER AND FAMILY,PROMISING FAMILIES,POST-WAR (< 1948),+40 YEARS,0,49,75.0,10.4,0,1,0,0,0,1,0,1.0,0,3.0,21.4,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,,3.0,36.0,4.0,12.0,6.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0,TOYOTA RAV4,107.0,21.4,2
88540,16771048,"40-49,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2910,KIA,SPECTRA,CAUCASION / WHITE - EUROPEAN,RENTER,GRADUATED SCHOOL,P.O. BOX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DIGITAL DEPENDENTS,HARD WORKING BLUE COLLAR,SINGLES AND STARTERS,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,37,80.6667,11.6667,0,1,0,0,0,0,0,1.0,0,1.0,44.222222,1.0,2.0,4.0,5.0,3.0,2.0,1.0,0.0,,3.0,10.0,5.0,9.0,,10.0,,2.0,1.0,0.0,12.0,8.0,0.0,636.0,447.4,371.0,27.0,0.0,41.222222,3.0,0.0,20.0,1083.4,120.377778,KIA SPECTRA,398.0,44.222222,4
88547,4018318,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2919,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,+40 YEARS,0,49,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
88555,20669025,"90-99,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2852,CHEVROLET,SILVERADO 1500,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,CLERICAL/OFFICE,OFFICE ADMINISTRATION - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,37,84.0,15.0,0,0,0,0,0,0,0,0.0,0,2.0,15.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,,7.0,1.0,1.0,1.0,5.0,14.0,,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,1.0,53.0,26.5,CHEVROLET SILVERADO 1500,30.0,15.0,2
88570,562004,"50-59,999",PENDING,RI,750-799,UNKNOWN,AUTO RENEW,UNKNOWN,2816,UNKNOWN,UNKNOWN,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,OTHER - INFERRED,UNKNOWN,MID-SCALE MEDLEY,HARD WORKING BLUE COLLAR,CULTURAL CONNECTIONS,GENERATION X (1969 - 1980),BETWEEN 16 & 20 YEARS,4,18,72.3333,5.0,0,0,0,0,0,0,0,,1,2.0,0.0,3.0,0.0,,4.0,0.0,1.0,1.0,0.0,,3.0,28.0,5.0,15.0,,6.0,,,4.0,0.0,1.0,1.0,0.0,32.5,45.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,77.75,25.916667,UNKNOWN UNKNOWN,0.0,0.0,3
88580,1924944,"50-59,999",PENDING,RI,650-699,UNKNOWN,PAYMENT PLAN,PLUS MEMBERSHIP,2886,TOYOTA,COROLLA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,49,71.0,15.0,0,1,0,0,0,1,1,0.0,0,1.0,53.0,1.0,0.0,2.0,4.0,0.0,3.0,,0.0,,,6.0,1.0,3.0,,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,92.0,53.0,0.0,0.0,53.0,0.0,0.0,1.0,92.0,92.0,TOYOTA COROLLA,53.0,53.0,1
