total_calls_veh,aaa_mean_child,total_members_in_household,mean_tow_miles,mean_total_member_cost_veh,consumer_score,aaa_financial_service_0,plus_indicator_description_basic_membership,plus_indicator_description_plus_membership,occupation_group_management,occupation_group_retired,sc_vehicle_manufacturer_name_middle_end_vehicle,tenure_between_21___40_years,tenure_under_20_years,no_members_3___member,gender_female,gender_male,kcl_b_ind_mosaicsgrouping_boomers,kcl_b_ind_mosaicsgrouping_golden_year,kcl_b_ind_mosaicsgrouping_power_elite,education_completed_college,use_road_side,membership_id,yes_roadside
2043.0,3.0,3,0.0,136.00893,0.015625,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,83087,1.0
5836.0,1.0,2,0.0,132.370546,0.0136986301369863,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,83218,1.0
100.0,2.0,2,2.875,254.136538,0.01488015784150378,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,83223,1.0
424.0,3.0,5,0.9047620000000001,143.574269,0.013157894736842105,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,83245,1.0
166.0,2.0,2,0.0,127.172174,0.012987012987012988,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,83254,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,83274,0.7925
1153.0,1.5,2,0.0,117.08376299999999,0.012345679012345678,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,83309,0.76
2726.0,0.0,1,0.0,150.919066,0.01639344262295082,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,83327,0.7625
1548.0,1.0,2,0.0,125.689416,0.0136986301369863,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,83338,1.0
3761.0,1.0,2,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,83344,1.0
4697.0,2.0,2,2.5,162.93004399999998,0.015384615384615385,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83367,0.86
3761.0,3.0,2,1.333333,135.775668,0.014285714285714285,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,83421,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,83424,0.8125
1380.0,2.0,1,0.0,145.274146,0.014925373134328358,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,83425,0.73
1253.0,0.0,1,0.0,175.441122,0.015625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83441,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83449,0.84
5836.0,1.0,2,0.0,132.370546,0.0136986301369863,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,83477,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,83561,0.8125
492.0,0.0,4,0.0,164.69268200000002,0.017857142857142856,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,83591,1.0
5836.0,1.0,1,0.0,132.370546,0.0136986301369863,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,83597,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,83699,0.86
2726.0,1.0,1,0.0,150.919066,0.01639344262295082,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,83712,1.0
5836.0,2.0,2,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,83718,1.0
2726.0,1.0,3,5.825,150.919066,0.01639344262295082,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,83727,1.0
4697.0,1.0,2,3.25,162.93004399999998,0.015384615384615385,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83736,1.0
5836.0,1.0,5,0.0,132.370546,0.0136986301369863,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,83748,1.0
5836.0,0.0,1,15.833332999999998,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,83765,1.0
5836.0,1.0,2,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,83810,1.0
1181.0,2.0,2,0.0,162.892046,0.017241379310344827,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83859,1.0
4697.0,1.0,4,3.0,162.93004399999998,0.015384615384615385,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83882,1.0
968.0,3.0,1,0.0,152.51689199999998,0.013157894736842105,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,83994,0.73
3761.0,3.0,3,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,84023,1.0
1548.0,2.0,5,1.0,125.689416,0.0136986301369863,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,84034,1.0
1211.0,1.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,84064,0.77
1322.0,2.0,3,0.0,156.036397,0.02,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,84146,1.0
955.0,2.0,3,0.0,191.50224599999999,0.01488015784150378,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,84157,1.0
492.0,3.0,5,0.0,164.69268200000002,0.017857142857142856,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,84172,0.67
1548.0,2.0,6,0.0,125.689416,0.0136986301369863,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,84177,1.0
955.0,2.0,4,0.0,191.50224599999999,0.01488015784150378,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,84181,1.0
2726.0,2.0,3,0.428571,150.919066,0.01639344262295082,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,84198,1.0
1211.0,1.0,3,0.0,8.441607000000001,0.01488015784150378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84220,0.77
2726.0,1.0,2,0.0,150.919066,0.01639344262295082,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,84250,1.0
3761.0,3.4118,6,2.526316,135.775668,0.014285714285714285,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,84279,1.0
471.0,1.0,1,0.0,153.336506,0.01488015784150378,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,84293,0.93
5836.0,3.0,2,1.533333,132.370546,0.0136986301369863,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,84415,1.0
5836.0,1.0,1,1.0,132.370546,0.0136986301369863,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,84426,0.71
2726.0,1.0,1,0.23333299999999998,150.919066,0.01639344262295082,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,84446,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,84481,1.0
5836.0,6.0,2,0.2,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,84519,1.0
424.0,2.0,3,1.1,143.574269,0.013157894736842105,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,84564,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,84572,1.0
5836.0,2.0,1,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84580,1.0
5836.0,1.0,1,0.0,132.370546,0.0136986301369863,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,84638,0.86
1211.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84667,1.0
1380.0,5.0,1,0.0,145.274146,0.014925373134328358,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,84678,1.0
5836.0,1.0,4,0.0,132.370546,0.0136986301369863,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,84735,1.0
1211.0,2.0,2,1.6,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,84767,1.0
1211.0,1.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,84822,1.0
4697.0,1.0,1,0.0,162.93004399999998,0.015384615384615385,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,84898,0.9325
4697.0,3.0,3,1.38,162.93004399999998,0.015384615384615385,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,84918,1.0
1181.0,2.0,3,0.163636,162.892046,0.017241379310344827,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,84933,1.0
1211.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84970,1.0
4697.0,1.0,2,0.833333,162.93004399999998,0.015384615384615385,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,85009,1.0
856.0,1.0,1,0.1,156.358351,0.01488015784150378,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,85039,1.0
1211.0,1.5,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,85041,0.7925
2726.0,1.0,2,1.454545,150.919066,0.01639344262295082,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,85082,1.0
772.0,2.0,3,0.0,151.74655900000002,0.014285714285714285,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,85171,1.0
2043.0,1.0,1,0.0,136.00893,0.015625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85217,0.75
1211.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,85236,0.775
1211.0,3.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,85262,1.0
981.0,1.0,3,5.142857,144.325817,0.014084507042253521,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,85270,1.0
1380.0,1.0,1,0.0,145.274146,0.014925373134328358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,85281,1.0
424.0,0.0,3,7.5,143.574269,0.013157894736842105,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,85288,1.0
5836.0,2.0,2,7.5,132.370546,0.0136986301369863,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,85316,1.0
772.0,0.0,3,0.3,151.74655900000002,0.014285714285714285,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,85343,1.0
3761.0,4.0,4,4.838462,135.775668,0.014285714285714285,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,85370,1.0
4697.0,1.6,5,1.714286,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,85388,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,85436,0.77
3761.0,2.0,1,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85441,1.0
2726.0,3.0,3,0.0,150.919066,0.01639344262295082,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,85499,1.0
5836.0,1.0,2,0.0,132.370546,0.0136986301369863,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,85522,1.0
701.0,2.0,3,3.666667,187.928256,0.017543859649122806,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,85523,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,85529,0.72
3761.0,2.0,3,0.0,135.775668,0.014285714285714285,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,85622,1.0
955.0,1.0,2,0.0,191.50224599999999,0.01488015784150378,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,85629,0.72
476.0,1.8,3,4.0,155.627818,0.01488015784150378,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,85638,1.0
1548.0,1.0,1,1.666667,125.689416,0.0136986301369863,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,85648,0.77
1380.0,2.0,1,4.0,145.274146,0.014925373134328358,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85653,0.71
5836.0,1.0,2,0.6,132.370546,0.0136986301369863,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,85735,0.77
1211.0,2.0,3,2.5,8.441607000000001,0.01488015784150378,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,85742,1.0
5836.0,1.0,2,1.814286,132.370546,0.0136986301369863,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,85780,1.0
1211.0,1.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,85785,0.75
2726.0,2.0,4,1.041667,150.919066,0.01639344262295082,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,85794,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,85803,1.0
1548.0,2.0,3,7.0,125.689416,0.0136986301369863,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,85806,0.77
1153.0,2.0,2,0.0,117.08376299999999,0.012345679012345678,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85822,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85824,0.83
955.0,4.1111,4,1.6,191.50224599999999,0.01488015784150378,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85827,1.0
641.0,2.0,2,0.0,181.860824,0.01488015784150378,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,85836,1.0
3761.0,5.0,2,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,85868,1.0
5836.0,1.0,4,0.42,132.370546,0.0136986301369863,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,85923,1.0
2043.0,2.0,3,5.4375,136.00893,0.015625,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,85943,1.0
2726.0,2.0,3,2.615385,150.919066,0.01639344262295082,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,85951,1.0
1153.0,1.0,2,0.0,117.08376299999999,0.012345679012345678,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,85969,1.0
641.0,1.0,2,2.25,181.860824,0.01488015784150378,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,86029,1.0
1181.0,2.0,2,1.0,162.892046,0.017241379310344827,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,86030,0.87
1211.0,2.0,3,1.333333,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,86031,0.7
5836.0,2.0,3,0.75,132.370546,0.0136986301369863,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,86083,1.0
5836.0,1.0,1,0.0,132.370546,0.0136986301369863,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,86099,0.68
5836.0,5.0,3,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,86133,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,86163,0.84
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,86172,1.0
1211.0,4.3333,4,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,86174,1.0
1380.0,2.0,3,1.0,145.274146,0.014925373134328358,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,86181,1.0
955.0,0.0,2,2.75,191.50224599999999,0.01488015784150378,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,86195,1.0
249.0,2.0,2,0.0,212.688448,0.02040816326530612,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,86201,1.0
3761.0,3.0,2,8.0,135.775668,0.014285714285714285,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86203,1.0
1211.0,3.0,4,0.0,8.441607000000001,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,86247,1.0
471.0,0.0,1,0.25,153.336506,0.01488015784150378,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,86306,1.0
1211.0,2.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,86320,1.0
1211.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,86368,0.8016666666666667
166.0,1.0,2,2.65,127.172174,0.012987012987012988,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,86376,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86378,0.86
1211.0,2.0,2,1.5,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,86400,1.0
1211.0,1.0,4,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,86402,0.8125
1153.0,3.0,3,0.14,117.08376299999999,0.012345679012345678,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,86412,1.0
4697.0,1.0,1,18.5,162.93004399999998,0.015384615384615385,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,86421,1.0
1211.0,1.0,3,0.0,8.441607000000001,0.01488015784150378,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,86432,0.65
3761.0,3.0,2,0.0,135.775668,0.014285714285714285,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,86444,0.61
5836.0,0.0,2,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,86477,0.8
4697.0,0.0,3,0.0,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,86491,0.7625
1322.0,1.0,3,0.75,156.036397,0.02,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,86496,1.0
5836.0,2.0,7,0.0,132.370546,0.0136986301369863,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,86513,1.0
856.0,1.0,1,1.0,156.358351,0.01488015784150378,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,86570,1.0
750.0,1.0,2,0.0,147.456553,0.013157894736842105,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,86582,0.7925
5836.0,1.0,2,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,86630,0.81
1548.0,0.0,2,0.0,125.689416,0.0136986301369863,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,86647,1.0
1548.0,4.0,6,0.0,125.689416,0.0136986301369863,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,86652,1.0
5836.0,1.0,1,0.0,132.370546,0.0136986301369863,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,86668,0.86
4697.0,1.0,2,0.0,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86696,1.0
856.0,1.0,2,2.0,156.358351,0.01488015784150378,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,86723,0.84
2726.0,1.0,2,1.333333,150.919066,0.01639344262295082,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,86735,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86768,0.86
701.0,3.0,4,1.0,187.928256,0.017543859649122806,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,86843,1.0
2043.0,1.0,1,0.0,136.00893,0.015625,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,86874,0.7325
4697.0,2.0,1,0.571429,162.93004399999998,0.015384615384615385,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,86892,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86902,0.83
471.0,2.0,2,0.0,153.336506,0.01488015784150378,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,86970,0.9
3761.0,1.0,2,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,86990,1.0
4697.0,2.0,5,0.307692,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,87002,1.0
1153.0,1.0,3,2.081818,117.08376299999999,0.012345679012345678,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,87053,1.0
4697.0,1.0,3,0.0,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,87054,1.0
3761.0,0.0,2,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,87055,1.0
3761.0,1.0,1,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,87071,1.0
1253.0,2.0,2,1.75,175.441122,0.015625,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,87073,1.0
2726.0,2.0,5,2.214286,150.919066,0.01639344262295082,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,87078,1.0
856.0,1.0,2,4.3333330000000005,156.358351,0.01488015784150378,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,87114,1.0
4697.0,2.0,2,5.85,162.93004399999998,0.015384615384615385,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,87119,1.0
1548.0,0.0,2,0.0,125.689416,0.0136986301369863,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87184,0.87
1253.0,1.5455,4,0.153846,175.441122,0.015625,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,87205,1.0
5836.0,1.0,2,0.0,132.370546,0.0136986301369863,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,87216,1.0
1211.0,2.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,87282,0.8125
5836.0,1.0,2,0.333333,132.370546,0.0136986301369863,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,87285,1.0
1322.0,1.0,2,0.0,156.036397,0.02,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,87288,1.0
4697.0,1.0,2,0.0,162.93004399999998,0.015384615384615385,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,87316,1.0
1548.0,3.0,3,0.0,125.689416,0.0136986301369863,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,87395,0.78
1211.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,87441,1.0
5836.0,1.0,3,0.0,132.370546,0.0136986301369863,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,87502,1.0
750.0,1.0,1,1.0,147.456553,0.013157894736842105,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,87503,1.0
1211.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,87507,1.0
955.0,1.0,2,1.0,191.50224599999999,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87521,1.0
5836.0,1.0,1,0.0,132.370546,0.0136986301369863,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87533,1.0
4697.0,1.0,1,0.25,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,87584,1.0
1211.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,87594,0.7516666666666666
4697.0,2.0,2,9.666667,162.93004399999998,0.015384615384615385,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,87647,0.76
2043.0,1.0,2,2.9,136.00893,0.015625,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,87654,0.9
1211.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,87656,0.7516666666666666
5836.0,1.0,2,10.55,132.370546,0.0136986301369863,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,87657,1.0
4697.0,2.0,1,2.0,162.93004399999998,0.015384615384615385,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,87664,1.0
4697.0,3.0,1,0.0,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,87760,0.94
772.0,2.5556,7,0.363636,151.74655900000002,0.014285714285714285,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,87773,1.0
3761.0,1.0,2,7.233333,135.775668,0.014285714285714285,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,87780,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,87843,0.7925
3761.0,1.0,2,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,87846,1.0
5836.0,1.0,2,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87880,0.7966666666666665
3761.0,2.0,2,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,87886,1.0
3761.0,3.0,3,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,87918,1.0
1211.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,87958,0.8799999999999999
1211.0,2.0,4,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,87965,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87979,0.83
1211.0,2.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,88014,1.0
968.0,1.0,1,0.0,152.51689199999998,0.013157894736842105,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,88019,0.83
5836.0,0.0,1,0.0,132.370546,0.0136986301369863,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,88027,1.0
1380.0,1.0,1,1.0,145.274146,0.014925373134328358,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,88072,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,88125,1.0
4697.0,1.0,2,0.0,162.93004399999998,0.015384615384615385,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,88161,1.0
3761.0,1.0,2,0.833333,135.775668,0.014285714285714285,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,88189,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88212,0.79
